id,name,location,properties,source
101966,Salla Naruska,"(67.162256, 29.177655)","{'locationcode/name': 'Salla Naruska', 'locationcode/geoid': '-16000105', 'locationcode/wmo': '02745', 'location/region': 'Salla', 'location/country': 'Finland'}",FMI
101968,Enontekiö Kaaresuvanto,"(68.442984, 22.506126)","{'locationcode/name': 'Enontekiö Kaaresuvanto', 'locationcode/geoid': '-101968', 'location/region': 'Enontekiö', 'location/country': 'Finland'}",FMI
101976,Enontekiö lentoasema,"(68.3614, 23.427546)","{'locationcode/name': 'Enontekiö lentoasema', 'locationcode/geoid': '-16011880', 'locationcode/wmo': '02802', 'locationcode/icao': 'EFET', 'location/region': 'Enontekiö', 'location/country': 'Finland'}",FMI
101980,Kittilä Pulju,"(68.230135, 24.832906)","{'locationcode/name': 'Kittilä Pulju', 'locationcode/geoid': '-16777275', 'location/region': 'Kittilä', 'location/country': 'Finland'}",FMI
101982,Muonio Laukukero,"(68.062835, 24.033349)","{'locationcode/name': 'Muonio Laukukero', 'locationcode/geoid': '-16000099', 'locationcode/wmo': '02820', 'location/region': 'Muonio', 'location/country': 'Finland'}",FMI
101983,Muonio Sammaltunturi,"(67.973281, 24.11559)","{'locationcode/name': 'Muonio Sammaltunturi', 'locationcode/geoid': '-16000149', 'locationcode/wmo': '02821', 'location/region': 'Muonio', 'location/country': 'Finland'}",FMI
101985,Kittilä Matorova,"(67.99997, 24.240012)","{'locationcode/name': 'Kittilä Matorova', 'locationcode/geoid': '-16011867', 'locationcode/wmo': '02882', 'location/region': 'Kittilä', 'location/country': 'Finland'}",FMI
101986,Kittilä lentoasema,"(67.69168, 24.855379)","{'locationcode/name': 'Kittilä lentoasema', 'locationcode/geoid': '-16000122', 'locationcode/wmo': '02720', 'locationcode/icao': 'EFKT', 'location/region': 'Kittilä', 'location/country': 'Finland'}",FMI
101987,Kittilä Kenttärova,"(67.987215, 24.24301)","{'locationcode/name': 'Kittilä Kenttärova', 'locationcode/geoid': '-16000129', 'locationcode/wmo': '02824', 'location/region': 'Kittilä', 'location/country': 'Finland'}",FMI
101990,Kittilä kirkonkylä,"(67.652024, 24.901786)","{'locationcode/name': 'Kittilä kirkonkylä', 'locationcode/geoid': '-16011855', 'locationcode/wmo': '02860', 'location/region': 'Kittilä', 'location/country': 'Finland'}",FMI
101994,Kittilä Pokka,"(68.169613, 25.783163)","{'locationcode/name': 'Kittilä Pokka', 'locationcode/geoid': '-16000188', 'locationcode/wmo': '02717', 'location/region': 'Kittilä', 'location/country': 'Finland'}",FMI
102000,Sodankylä Lokka,"(67.821472, 27.745972)","{'locationcode/name': 'Sodankylä Lokka', 'locationcode/geoid': '-16000010', 'locationcode/wmo': '02719', 'location/region': 'Sodankylä', 'location/country': 'Finland'}",FMI
102001,Sodankylä Vuotso,"(68.084223, 27.185006)","{'locationcode/name': 'Sodankylä Vuotso', 'locationcode/geoid': '-16000088', 'locationcode/wmo': '02816', 'location/region': 'Sodankylä', 'location/country': 'Finland'}",FMI
102005,Inari Saariselkä matkailukeskus,"(68.41506, 27.41326)","{'locationcode/name': 'Inari Saariselkä matkailukeskus', 'locationcode/geoid': '-16000025', 'locationcode/wmo': '02722', 'location/region': 'Inari', 'location/country': 'Finland'}",FMI
102006,Inari Saariselkä Kaunispää,"(68.433943, 27.444096)","{'locationcode/name': 'Inari Saariselkä Kaunispää', 'locationcode/geoid': '-16000094', 'locationcode/wmo': '02817', 'location/region': 'Inari', 'location/country': 'Finland'}",FMI
102008,Inari Raja-Jooseppi Kontiojärvi,"(68.470668, 28.316188)","{'locationcode/name': 'Inari Raja-Jooseppi Kontiojärvi', 'locationcode/geoid': '-102008', 'location/region': 'Inari', 'location/country': 'Finland'}",FMI
102009,Inari Raja-Jooseppi,"(68.478, 28.30123)","{'locationcode/name': 'Inari Raja-Jooseppi', 'locationcode/geoid': '-16000133', 'locationcode/wmo': '02818', 'location/region': 'Inari', 'location/country': 'Finland'}",FMI
102012,Salla Värriötunturi,"(67.74858, 29.611322)","{'locationcode/name': 'Salla Värriötunturi', 'locationcode/geoid': '-16000131', 'locationcode/wmo': '02819', 'location/region': 'Salla', 'location/country': 'Finland'}",FMI
102016,Enontekiö Kilpisjärvi kyläkeskus,"(69.039049, 20.813788)","{'locationcode/name': 'Enontekiö Kilpisjärvi kyläkeskus', 'locationcode/geoid': '-16000109', 'locationcode/wmo': '02801', 'location/region': 'Enontekiö', 'location/country': 'Finland'}",FMI
102017,Enontekiö Kilpisjärvi Saana,"(69.042769, 20.850908)","{'locationcode/name': 'Enontekiö Kilpisjärvi Saana', 'locationcode/geoid': '-16000090', 'locationcode/wmo': '02701', 'location/region': 'Enontekiö', 'location/country': 'Finland'}",FMI
102019,Enontekiö Näkkälä,"(68.603011, 23.57595)","{'locationcode/name': 'Enontekiö Näkkälä', 'locationcode/geoid': '-16000115', 'locationcode/wmo': '02726', 'location/region': 'Enontekiö', 'location/country': 'Finland'}",FMI
102026,Inari Angeli Lintupuoliselkä,"(68.90296, 25.73646)","{'locationcode/name': 'Inari Angeli Lintupuoliselkä', 'locationcode/geoid': '-16011677', 'locationcode/wmo': '02857', 'location/region': 'Inari', 'location/country': 'Finland'}",FMI
102033,Inari Ivalo lentoasema,"(68.61335, 27.418965)","{'locationcode/name': 'Inari Ivalo lentoasema', 'locationcode/geoid': '-16000078', 'locationcode/wmo': '02807', 'locationcode/icao': 'EFIV', 'location/region': 'Inari', 'location/country': 'Finland'}",FMI
102035,Utsjoki Kevo,"(69.756365, 27.006784)","{'locationcode/name': 'Utsjoki Kevo', 'locationcode/geoid': '-16000193', 'locationcode/wmo': '02805', 'location/region': 'Utsjoki', 'location/country': 'Finland'}",FMI
102036,Utsjoki Nuorgam,"(70.082028, 27.8965)","{'locationcode/name': 'Utsjoki Nuorgam', 'locationcode/geoid': '-16000015', 'locationcode/wmo': '02825', 'location/region': 'Utsjoki', 'location/country': 'Finland'}",FMI
102042,Inari Väylä,"(69.072194, 27.4925)","{'locationcode/name': 'Inari Väylä', 'locationcode/geoid': '-16000053', 'locationcode/wmo': '02827', 'location/region': 'Inari', 'location/country': 'Finland'}",FMI
102046,Inari kirkonkylä,"(68.90523, 27.018224)","{'locationcode/name': 'Inari kirkonkylä', 'locationcode/geoid': '-102046', 'location/region': 'Inari', 'location/country': 'Finland'}",FMI
102047,Inari Kaamanen,"(69.14089, 27.26567)","{'locationcode/name': 'Inari Kaamanen', 'locationcode/geoid': '-16011671', 'locationcode/wmo': '02702', 'location/region': 'Inari', 'location/country': 'Finland'}",FMI
102052,Inari Nellim,"(68.849278, 28.299111)","{'locationcode/name': 'Inari Nellim', 'locationcode/geoid': '-16000022', 'locationcode/wmo': '02835', 'location/region': 'Inari', 'location/country': 'Finland'}",FMI
102055,Inari Kirakkajärvi,"(69.582499, 28.89409)","{'locationcode/name': 'Inari Kirakkajärvi', 'locationcode/geoid': '-16011852', 'locationcode/wmo': '02858', 'location/region': 'Inari', 'location/country': 'Finland'}",FMI
102102,Kuopio Kasarmipuisto,"(62.8936, 27.66952)","{'locationcode/name': 'Kuopio Kasarmipuisto', 'locationcode/geoid': '-102102', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
103093,Kuopio Maaherrankatu,"(62.89334, 27.68688)","{'locationcode/name': 'Kuopio Maaherrankatu', 'locationcode/geoid': '-103093', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
103094,Kuopio Sorsasalo,"(62.95529, 27.69797)","{'locationcode/name': 'Kuopio Sorsasalo', 'locationcode/geoid': '-103094', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
103095,Kuopio Tasavallankatu,"(62.88198, 27.66093)","{'locationcode/name': 'Kuopio Tasavallankatu', 'locationcode/geoid': '-103095', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
103096,Tampere Epila 2,"(61.50854, 23.67583)","{'locationcode/name': 'Tampere Epila 2', 'locationcode/geoid': '-103096', 'location/region': 'Tampere', 'location/country': 'Finland'}",FMI
103097,Tampere Kaleva,"(61.4991, 23.80221)","{'locationcode/name': 'Tampere Kaleva', 'locationcode/geoid': '-103097', 'location/region': 'Tampere', 'location/country': 'Finland'}",FMI
103098,Tampere Linja-autoasema,"(61.49307, 23.76938)","{'locationcode/name': 'Tampere Linja-autoasema', 'locationcode/geoid': '-103098', 'location/region': 'Tampere', 'location/country': 'Finland'}",FMI
103099,Tampere Pirkankatu,"(61.49873, 23.73569)","{'locationcode/name': 'Tampere Pirkankatu', 'locationcode/geoid': '-103099', 'location/region': 'Tampere', 'location/country': 'Finland'}",FMI
103100,Varkaus Psaari 2,"(62.31391, 27.88699)","{'locationcode/name': 'Varkaus Psaari 2', 'locationcode/geoid': '-103100', 'location/region': 'Varkaus', 'location/country': 'Finland'}",FMI
103102,Varkaus Taulumäki (toripaviljonki),"(62.31788, 27.86811)","{'locationcode/name': 'Varkaus Taulumäki (toripaviljonki)', 'locationcode/geoid': '-103102', 'location/region': 'Varkaus', 'location/country': 'Finland'}",FMI
103103,Vaasa Vesitorni,"(63.10121, 21.60407)","{'locationcode/name': 'Vaasa Vesitorni', 'locationcode/geoid': '-103103', 'location/region': 'Vaasa', 'location/country': 'Finland'}",FMI
103104,Vaasa keskusta Vaasanpuistikko,"(63.09515, 21.61832)","{'locationcode/name': 'Vaasa keskusta Vaasanpuistikko', 'locationcode/geoid': '-103104', 'location/region': 'Vaasa', 'location/country': 'Finland'}",FMI
103105,Kotka Kirjastotalo,"(60.4655, 26.93893)","{'locationcode/name': 'Kotka Kirjastotalo', 'locationcode/geoid': '-103105', 'location/region': 'Kotka', 'location/country': 'Finland'}",FMI
103106,Kotka Rauhala,"(60.51316, 26.94621)","{'locationcode/name': 'Kotka Rauhala', 'locationcode/geoid': '-103106', 'location/region': 'Kotka', 'location/country': 'Finland'}",FMI
103107,Kokkola keskusta Pitkänsillankatu,"(63.83764, 23.1316)","{'locationcode/name': 'Kokkola keskusta Pitkänsillankatu', 'locationcode/geoid': '-103107', 'location/region': 'Kokkola', 'location/country': 'Finland'}",FMI
103108,Kokkola Ykspihlaja,"(63.84157, 23.04219)","{'locationcode/name': 'Kokkola Ykspihlaja', 'locationcode/geoid': '-103108', 'location/region': 'Kokkola', 'location/country': 'Finland'}",FMI
103109,Hämeenlinna Niittykatu,"(60.99934, 24.45538)","{'locationcode/name': 'Hämeenlinna Niittykatu', 'locationcode/geoid': '-103109', 'location/region': 'Hämeenlinna', 'location/country': 'Finland'}",FMI
103110,Seinäjoki Vapaudentie 6a,"(62.7782, 22.83948)","{'locationcode/name': 'Seinäjoki Vapaudentie 6a', 'locationcode/geoid': '-103110', 'location/region': 'Seinäjoki', 'location/country': 'Finland'}",FMI
103112,Kouvola Kuusankoski Urheilukentäntie,"(60.9072, 26.63439)","{'locationcode/name': 'Kouvola Kuusankoski Urheilukentäntie', 'locationcode/geoid': '-103112', 'location/region': 'Kouvola', 'location/country': 'Finland'}",FMI
103113,Rauma Tarvonsaari Hallikatu,"(61.12986, 21.4997)","{'locationcode/name': 'Rauma Tarvonsaari Hallikatu', 'locationcode/geoid': '-103113', 'location/region': 'Rauma', 'location/country': 'Finland'}",FMI
103114,Lappeenranta Ihalainen,"(61.04082, 28.1765)","{'locationcode/name': 'Lappeenranta Ihalainen', 'locationcode/geoid': '-103114', 'location/region': 'Lappeenranta', 'location/country': 'Finland'}",FMI
103115,Lappeenranta Joutsenon keskusta,"(61.11709, 28.49849)","{'locationcode/name': 'Lappeenranta Joutsenon keskusta', 'locationcode/geoid': '-103115', 'location/region': 'Lappeenranta', 'location/country': 'Finland'}",FMI
103116,Lappeenranta keskusta 4,"(61.05576, 28.18431)","{'locationcode/name': 'Lappeenranta keskusta 4', 'locationcode/geoid': '-103116', 'location/region': 'Lappeenranta', 'location/country': 'Finland'}",FMI
103117,Lappeenranta Lauritsala,"(61.07194, 28.26409)","{'locationcode/name': 'Lappeenranta Lauritsala', 'locationcode/geoid': '-103117', 'location/region': 'Lappeenranta', 'location/country': 'Finland'}",FMI
103118,Imatra Mansikkala,"(61.18892, 28.77012)","{'locationcode/name': 'Imatra Mansikkala', 'locationcode/geoid': '-103118', 'location/region': 'Imatra', 'location/country': 'Finland'}",FMI
103119,Imatra Pelkolan tulliasema Raja,"(61.12838, 28.83776)","{'locationcode/name': 'Imatra Pelkolan tulliasema Raja', 'locationcode/geoid': '-103119', 'location/region': 'Imatra', 'location/country': 'Finland'}",FMI
103120,Lappeenranta Pulp,"(61.12536, 28.45078)","{'locationcode/name': 'Lappeenranta Pulp', 'locationcode/geoid': '-103120', 'location/region': 'Lappeenranta', 'location/country': 'Finland'}",FMI
103121,Imatra Rautionkylä,"(61.23807, 28.87369)","{'locationcode/name': 'Imatra Rautionkylä', 'locationcode/geoid': '-103121', 'location/region': 'Imatra', 'location/country': 'Finland'}",FMI
103122,Imatra Teppanala,"(61.15304, 28.81014)","{'locationcode/name': 'Imatra Teppanala', 'locationcode/geoid': '-103122', 'location/region': 'Imatra', 'location/country': 'Finland'}",FMI
103123,Lappeenranta Tirilä Pekkasenkatu,"(61.05748, 28.24585)","{'locationcode/name': 'Lappeenranta Tirilä Pekkasenkatu', 'locationcode/geoid': '-103123', 'location/region': 'Lappeenranta', 'location/country': 'Finland'}",FMI
103124,Oulu Nokela,"(64.99473, 25.47926)","{'locationcode/name': 'Oulu Nokela', 'locationcode/geoid': '-103124', 'location/region': 'Oulu', 'location/country': 'Finland'}",FMI
103125,Oulu keskusta 2,"(65.00997, 25.47132)","{'locationcode/name': 'Oulu keskusta 2', 'locationcode/geoid': '-103125', 'location/region': 'Oulu', 'location/country': 'Finland'}",FMI
103126,Oulu Pyykösjärvi,"(65.04338, 25.4979)","{'locationcode/name': 'Oulu Pyykösjärvi', 'locationcode/geoid': '-103126', 'location/region': 'Oulu', 'location/country': 'Finland'}",FMI
103128,Jyväskylä Palokka 2,"(62.28991, 25.71114)","{'locationcode/name': 'Jyväskylä Palokka 2', 'locationcode/geoid': '-103128', 'location/region': 'Jyväskylä', 'location/country': 'Finland'}",FMI
103129,Jämsä Seppolantie,"(61.8652, 25.19735)","{'locationcode/name': 'Jämsä Seppolantie', 'locationcode/geoid': '-103129', 'location/region': 'Jämsä', 'location/country': 'Finland'}",FMI
103130,Lahti Kisapuisto,"(60.98781, 25.64954)","{'locationcode/name': 'Lahti Kisapuisto', 'locationcode/geoid': '-103130', 'location/region': 'Lahti', 'location/country': 'Finland'}",FMI
103131,Lahti Laune Pohjoinen Liipolankatu,"(60.96704, 25.65489)","{'locationcode/name': 'Lahti Laune Pohjoinen Liipolankatu', 'locationcode/geoid': '-103131', 'location/region': 'Lahti', 'location/country': 'Finland'}",FMI
103132,Lahti Saimaankatu,"(60.99129, 25.66579)","{'locationcode/name': 'Lahti Saimaankatu', 'locationcode/geoid': '-103132', 'location/region': 'Lahti', 'location/country': 'Finland'}",FMI
103133,Lahti Satulakatu,"(60.97907, 25.59109)","{'locationcode/name': 'Lahti Satulakatu', 'locationcode/geoid': '-103133', 'location/region': 'Lahti', 'location/country': 'Finland'}",FMI
103134,Lahti Vesku 11,"(60.98389, 25.66218)","{'locationcode/name': 'Lahti Vesku 11', 'locationcode/geoid': '-103134', 'location/region': 'Lahti', 'location/country': 'Finland'}",FMI
103135,Pori Pastuskeri,"(61.66325, 21.45484)","{'locationcode/name': 'Pori Pastuskeri', 'locationcode/geoid': '-103135', 'location/region': 'Pori', 'location/country': 'Finland'}",FMI
103139,Porvoo Mustijoki,"(60.36005, 25.56605)","{'locationcode/name': 'Porvoo Mustijoki', 'locationcode/geoid': '-103139', 'location/region': 'Porvoo', 'location/country': 'Finland'}",FMI
103140,Porvoo Nyby,"(60.31718, 25.50183)","{'locationcode/name': 'Porvoo Nyby', 'locationcode/geoid': '-103140', 'location/region': 'Porvoo', 'location/country': 'Finland'}",FMI
103141,Porvoo Svartbäck,"(60.28726, 25.51083)","{'locationcode/name': 'Porvoo Svartbäck', 'locationcode/geoid': '-103141', 'location/region': 'Porvoo', 'location/country': 'Finland'}",FMI
103142,Harjavalta Kaleva,"(61.31495, 22.13671)","{'locationcode/name': 'Harjavalta Kaleva', 'locationcode/geoid': '-103142', 'location/region': 'Harjavalta', 'location/country': 'Finland'}",FMI
103143,Harjavalta Pirkkala,"(61.33169, 22.1433)","{'locationcode/name': 'Harjavalta Pirkkala', 'locationcode/geoid': '-103143', 'location/region': 'Harjavalta', 'location/country': 'Finland'}",FMI
103145,Raahe Lapaluoto,"(64.66769, 24.41928)","{'locationcode/name': 'Raahe Lapaluoto', 'locationcode/geoid': '-103145', 'location/region': 'Raahe', 'location/country': 'Finland'}",FMI
103147,Raahe keskusta,"(64.68337, 24.48162)","{'locationcode/name': 'Raahe keskusta', 'locationcode/geoid': '-103147', 'location/region': 'Raahe', 'location/country': 'Finland'}",FMI
103148,Joensuu Koskikatu 1,"(62.59909, 29.7634)","{'locationcode/name': 'Joensuu Koskikatu 1', 'locationcode/geoid': '-103148', 'location/region': 'Joensuu', 'location/country': 'Finland'}",FMI
103149,Mikkeli Porrassalmenkatu,"(61.68636, 27.27334)","{'locationcode/name': 'Mikkeli Porrassalmenkatu', 'locationcode/geoid': '-103149', 'location/region': 'Mikkeli', 'location/country': 'Finland'}",FMI
103151,Äänekoski Hiski,"(62.6017, 25.73615)","{'locationcode/name': 'Äänekoski Hiski', 'locationcode/geoid': '-103151', 'location/region': 'Äänekoski', 'location/country': 'Finland'}",FMI
103152,Pietarsaari Bottenviksvägen,"(63.67912, 22.71837)","{'locationcode/name': 'Pietarsaari Bottenviksvägen', 'locationcode/geoid': '-103152', 'location/region': 'Pietarsaari', 'location/country': 'Finland'}",FMI
103153,Luoto Vikarholmen,"(63.70287, 22.76473)","{'locationcode/name': 'Luoto Vikarholmen', 'locationcode/geoid': '-103153', 'location/region': 'Luoto', 'location/country': 'Finland'}",FMI
103786,Järvenpää Sorto,"(60.484597, 25.082073)","{'locationcode/name': 'Järvenpää Sorto', 'locationcode/geoid': '-103786', 'location/region': 'Järvenpää', 'location/country': 'Finland'}",FMI
103794,Mäntsälä Hirvihaara,"(60.627725, 25.193422)","{'locationcode/name': 'Mäntsälä Hirvihaara', 'locationcode/geoid': '-103794', 'locationcode/wmo': '02774', 'location/region': 'Mäntsälä', 'location/country': 'Finland'}",FMI
103807,Oulu Santapankki,"(65.234, 24.9692)","{'locationcode/name': 'Oulu Santapankki', 'locationcode/geoid': '-103807', 'location/region': 'Oulu', 'location/country': 'Finland'}",FMI
103808,Kalajoki Maakalla,"(64.2938, 23.5506)","{'locationcode/name': 'Kalajoki Maakalla', 'locationcode/geoid': '-103808', 'location/region': 'Kalajoki', 'location/country': 'Finland'}",FMI
103814,Hollola Kansankatu siirrettävä,"(60.98746, 25.51687)","{'locationcode/name': 'Hollola Kansankatu siirrettävä', 'locationcode/geoid': '-103814', 'location/region': 'Hollola', 'location/country': 'Finland'}",FMI
103943,Helsinki Vuosaari Käärmeniementie,"(60.21935, 25.172675)","{'locationcode/name': 'Helsinki Vuosaari Käärmeniementie', 'locationcode/geoid': '-103943', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
103976,Helsinki Suomenlinna aaltopoiju,"(60.123333, 24.972833)","{'locationcode/name': 'Helsinki Suomenlinna aaltopoiju', 'locationcode/geoid': '-103976', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
104017,Siilinjärvi Sorakuja,"(63.0724, 27.66115)","{'locationcode/name': 'Siilinjärvi Sorakuja', 'locationcode/geoid': '-104017', 'location/region': 'Siilinjärvi', 'location/country': 'Finland'}",FMI
104029,Porvoo Mannerheiminkatu,"(60.39443, 25.660691)","{'locationcode/name': 'Porvoo Mannerheiminkatu', 'locationcode/geoid': '-104029', 'location/region': 'Porvoo', 'location/country': 'Finland'}",FMI
104042,Kouvola Kuusankoski Mäkikylä,"(60.89444, 26.591671)","{'locationcode/name': 'Kouvola Kuusankoski Mäkikylä', 'locationcode/geoid': '-104042', 'location/region': 'Kouvola', 'location/country': 'Finland'}",FMI
104045,Savonlinna Olavinkatu,"(61.87059, 28.876131)","{'locationcode/name': 'Savonlinna Olavinkatu', 'locationcode/geoid': '-104045', 'location/region': 'Savonlinna', 'location/country': 'Finland'}",FMI
104048,Vantaa Lentoasema,"(60.31431, 24.97277)","{'locationcode/name': 'Vantaa Lentoasema', 'locationcode/geoid': '-104048', 'location/region': 'Vantaa', 'location/country': 'Finland'}",FMI
104053,Helsinki Katajanokka 2,"(60.16522, 24.973811)","{'locationcode/name': 'Helsinki Katajanokka 2', 'locationcode/geoid': '-104053', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
104058,Hyvinkää,"(60.63273, 24.861241)","{'locationcode/name': 'Hyvinkää', 'locationcode/geoid': '-104058', 'location/region': 'Hyvinkää', 'location/country': 'Finland'}",FMI
104064,Parainen,"(60.29678, 22.299271)","{'locationcode/name': 'Parainen', 'locationcode/geoid': '-104064', 'location/region': 'Parainen', 'location/country': 'Finland'}",FMI
104074,Helsinki Tapanila,"(60.26378, 25.024061)","{'locationcode/name': 'Helsinki Tapanila', 'locationcode/geoid': '-104074', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
104076,Vantaa Kehä III Varisto,"(60.2818, 24.824611)","{'locationcode/name': 'Vantaa Kehä III Varisto', 'locationcode/geoid': '-104076', 'location/region': 'Vantaa', 'location/country': 'Finland'}",FMI
104078,Kouvola Kankaan Koulu,"(60.87045, 26.7011)","{'locationcode/name': 'Kouvola Kankaan Koulu', 'locationcode/geoid': '-104078', 'location/region': 'Kouvola', 'location/country': 'Finland'}",FMI
104080,Vantaa Ruskeasanta 2,"(60.31203, 25.011031)","{'locationcode/name': 'Vantaa Ruskeasanta 2', 'locationcode/geoid': '-104080', 'location/region': 'Vantaa', 'location/country': 'Finland'}",FMI
104083,Vantaa Hämeenlinnanväylä,"(60.27196, 24.87451)","{'locationcode/name': 'Vantaa Hämeenlinnanväylä', 'locationcode/geoid': '-104083', 'location/region': 'Vantaa', 'location/country': 'Finland'}",FMI
104091,Nastola Rakokiventie siirrettävä,"(60.93642, 25.961351)","{'locationcode/name': 'Nastola Rakokiventie siirrettävä', 'locationcode/geoid': '-104091', 'location/region': 'Lahti', 'location/country': 'Finland'}",FMI
104092,Lahti Holma,"(61.00785, 25.679131)","{'locationcode/name': 'Lahti Holma', 'location/country': 'Finland'}",FMI
104096,Hollola Muovitie,"(60.99668, 25.534771)","{'locationcode/name': 'Hollola Muovitie', 'locationcode/geoid': '-104096', 'location/region': 'Hollola', 'location/country': 'Finland'}",FMI
104097,Nastola Kukkasen koulu,"(60.94898, 25.908831)","{'locationcode/name': 'Nastola Kukkasen koulu', 'locationcode/geoid': '-104097', 'location/region': 'Lahti', 'location/country': 'Finland'}",FMI
104098,Kuopio Niirala,"(62.88875, 27.653971)","{'locationcode/name': 'Kuopio Niirala', 'locationcode/geoid': '-104098', 'location/region': 'Kuopio', 'location/country': 'Finland'}",FMI
104099,Siilinjärvi Pahkamäki,"(63.17527, 27.7711)","{'locationcode/name': 'Siilinjärvi Pahkamäki', 'locationcode/geoid': '-104099', 'location/region': 'Siilinjärvi', 'location/country': 'Finland'}",FMI
104105,Helsinki Töölöntulli,"(60.19034, 24.915731)","{'locationcode/name': 'Helsinki Töölöntulli', 'locationcode/geoid': '-104105', 'location/region': 'Helsinki', 'location/country': 'Finland'}",FMI
104108,Pieksämäki Savontie,"(62.30087, 27.1581)","{'locationcode/name': 'Pieksämäki Savontie', 'locationcode/geoid': '-104108', 'location/region': 'Pieksämäki', 'location/country': 'Finland'}",FMI
104109,Hailuoto Kujalannurkka,"(65.00036, 24.690661)","{'locationcode/name': 'Hailuoto Kujalannurkka', 'locationcode/geoid': '-104109', 'location/region': 'Hailuoto', 'location/country': 'Finland'}",FMI
104113,Jämsä Lääkäritalo,"(61.86922, 25.20081)","{'locationcode/name': 'Jämsä Lääkäritalo', 'locationcode/geoid': '-104113', 'location/region': 'Jämsä', 'location/country': 'Finland'}",FMI
104188,Varkaus kaupungintalo,"(62.31238, 27.886721)","{'locationcode/name': 'Varkaus kaupungintalo', 'locationcode/geoid': '-104188', 'location/region': 'Varkaus', 'location/country': 'Finland'}",FMI
104340,Espoo Matinkylä,"(60.16433, 24.751821)","{'locationcode/name': 'Espoo Matinkylä', 'locationcode/geoid': '-104340', 'location/region': 'Espoo', 'location/country': 'Finland'}",FMI
104600,Pori Kaijakari,"(61.6228, 21.3962)","{'locationcode/name': 'Pori Kaijakari', 'locationcode/geoid': '-104600', 'location/region': 'Pori', 'location/country': 'Finland'}",FMI
104796,Lahti Sopenkorpi,"(60.974654, 25.620202)","{'locationcode/name': 'Lahti Sopenkorpi', 'locationcode/geoid': '-104796', 'location/region': 'Lahti', 'location/country': 'Finland'}",FMI
105302,Siuntio Sjundby,"(60.143328, 24.262379)","{'locationcode/name': 'Siuntio Sjundby', 'locationcode/geoid': '-105302', 'location/region': 'Siuntio', 'location/country': 'Finland'}",FMI
105392,Sipoo Itätoukki,"(60.101207, 25.194394)","{'locationcode/name': 'Sipoo Itätoukki', 'locationcode/geoid': '-105392', 'location/region': 'Sipoo', 'location/country': 'Finland'}",FMI
105409,Kouvola Inkeroinen tehtaanmäen koulu,"(60.70653, 26.82763)","{'locationcode/name': 'Kouvola Inkeroinen tehtaanmäen koulu', 'locationcode/geoid': '-105409', 'location/region': 'Kouvola', 'location/country': 'Finland'}",FMI
105416,Heinola Tiilitehtaankatu,"(61.20049, 26.04694)","{'locationcode/name': 'Heinola Tiilitehtaankatu', 'locationcode/geoid': '-105416', 'location/region': 'Heinola', 'location/country': 'Finland'}",FMI
105425,Siilinjärvi Musti,"(63.19622, 27.73654)","{'locationcode/name': 'Siilinjärvi Musti', 'locationcode/geoid': '-105425', 'location/region': 'Kuusamo', 'location/country': 'Finland'}",FMI
105427,Rauma Pyynpää,"(61.136631, 21.515327)","{'locationcode/name': 'Rauma Pyynpää', 'locationcode/geoid': '-105427', 'location/region': 'Rauma', 'location/country': 'Finland'}",FMI
106415,Hamina Satama ratapiha,"(60.54113, 27.16218)","{'locationcode/name': 'Hamina Satama ratapiha', 'locationcode/geoid': '-106415', 'location/region': 'Hamina', 'location/country': 'Finland'}",FMI
106417,Varkaus Kosulanniemi Rantalankatu,"(62.31728, 27.91195)","{'locationcode/name': 'Varkaus Kosulanniemi Rantalankatu', 'locationcode/geoid': '-106417', 'location/region': 'Varkaus', 'location/country': 'Finland'}",FMI
106418,Savonlinna Haapasalmi,"(61.86918, 28.88585)","{'locationcode/name': 'Savonlinna Haapasalmi', 'locationcode/geoid': '-106418', 'location/region': 'Savonlinna', 'location/country': 'Finland'}",FMI
106419,Raisio Kaanaa Sakunpiha,"(60.46574, 22.10435)","{'locationcode/name': 'Raisio Kaanaa Sakunpiha', 'locationcode/geoid': '-106419', 'location/region': 'Raisio', 'location/country': 'Finland'}",FMI
106420,Pori Paanakedonkatu,"(61.48226, 21.81329)","{'locationcode/name': 'Pori Paanakedonkatu', 'locationcode/geoid': '-106420', 'location/region': 'Pori', 'location/country': 'Finland'}",FMI
106435,Muonio kirkonkylä,"(67.958293, 23.68449)","{'locationcode/name': 'Muonio kirkonkylä', 'locationcode/geoid': '-106435', 'locationcode/wmo': '02823', 'location/region': 'Muonio', 'location/country': 'Finland'}",FMI
106629,Siilinjärvi Murtomäki,"(63.13657, 27.70455)","{'locationcode/name': 'Siilinjärvi Murtomäki', 'locationcode/geoid': '-106629', 'location/region': 'Siilinjärvi', 'location/country': 'Finland'}",FMI
106630,Raisio Ihala,"(60.47038, 22.1902)","{'locationcode/name': 'Raisio Ihala', 'locationcode/geoid': '-106630', 'location/region': 'Raisio', 'location/country': 'Finland'}",FMI
